freq,size_emp,nace_r2,indic_is,unit,geo,num_2020,flag_2020,num_2022,flag_2022,num_2024,flag_2024
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EA,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EE,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EL,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,ES,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EU15,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EU27_2007,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EU27_2020,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,EU28,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,FI,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,FR,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,HR,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,HU,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,IE,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,IS,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,IT,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,LT,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,LU,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,LV,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,ME,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,MK,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,MT,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,NL,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,NO,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,PL,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,PT,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,RO,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,RS,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,SE,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,SI,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,SK,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,TR,,NaN,,NaN,,NaN
A,GE10,C,E_ITSPT2,PC_ENT_CUSE,UK,,NaN,,NaN,,NaN
A,GE10,C,E_ITT2,PC_ENT,AL,,NaN,,u,,NaN
A,GE10,C,E_ITT2,PC_ENT,AT,20.37,NaN,25.6,NaN,26.06,NaN
A,GE10,C,E_ITT2,PC_ENT,BA,13.01,NaN,12.85,NaN,14.19,NaN
A,GE10,C,E_ITT2,PC_ENT,BE,,u,33.89,NaN,40.12,NaN
A,GE10,C,E_ITT2,PC_ENT,BG,5.38,NaN,6.47,NaN,5.82,NaN
A,GE10,C,E_ITT2,PC_ENT,CY,19.69,NaN,20.51,NaN,17.41,NaN
A,GE10,C,E_ITT2,PC_ENT,CZ,27.6,NaN,23.76,NaN,28.35,NaN
A,GE10,C,E_ITT2,PC_ENT,DE,26.58,NaN,27.82,NaN,28.73,NaN
A,GE10,C,E_ITT2,PC_ENT,DK,28.78,NaN,30.45,NaN,34.28,NaN
