,freq,unit,nace_r2,isced11,age,sex,geo\TIME_PERIOD,num_2016,flag_2016,num_2020,flag_2020
126682,A,PC,L,ED3_4VOC,Y55-74,M,NL,,NaN,,NaN
126683,A,PC,L,ED3_4VOC,Y55-74,M,NO,,NaN,,NaN
126684,A,PC,L,ED3_4VOC,Y55-74,M,PL,,NaN,,NaN
126685,A,PC,L,ED3_4VOC,Y55-74,M,PT,,NaN,,NaN
126686,A,PC,L,ED3_4VOC,Y55-74,M,RO,,NaN,,NaN
126687,A,PC,L,ED3_4VOC,Y55-74,M,RS,,NaN,,NaN
126688,A,PC,L,ED3_4VOC,Y55-74,M,SE,,NaN,,NaN
126689,A,PC,L,ED3_4VOC,Y55-74,M,SI,,NaN,,NaN
126690,A,PC,L,ED3_4VOC,Y55-74,M,SK,,NaN,,NaN
126691,A,PC,L,ED3_4VOC,Y55-74,M,TR,,NaN,,NaN
126692,A,PC,L,ED3_4VOC,Y55-74,T,AT,,NaN,,NaN
126693,A,PC,L,ED3_4VOC,Y55-74,T,BA,,NaN,,NaN
126694,A,PC,L,ED3_4VOC,Y55-74,T,BE,,NaN,,NaN
126695,A,PC,L,ED3_4VOC,Y55-74,T,BG,,NaN,,NaN
126696,A,PC,L,ED3_4VOC,Y55-74,T,CH,,NaN,,NaN
126697,A,PC,L,ED3_4VOC,Y55-74,T,CY,,NaN,,NaN
126698,A,PC,L,ED3_4VOC,Y55-74,T,CZ,,NaN,,NaN
126699,A,PC,L,ED3_4VOC,Y55-74,T,DE,,NaN,,NaN
126700,A,PC,L,ED3_4VOC,Y55-74,T,DK,,NaN,,NaN
126701,A,PC,L,ED3_4VOC,Y55-74,T,EA20,,NaN,,NaN
126702,A,PC,L,ED3_4VOC,Y55-74,T,EE,,NaN,,NaN
126703,A,PC,L,ED3_4VOC,Y55-74,T,EL,,NaN,,NaN
126704,A,PC,L,ED3_4VOC,Y55-74,T,ES,,NaN,,NaN
126705,A,PC,L,ED3_4VOC,Y55-74,T,EU27_2020,,NaN,,NaN
126706,A,PC,L,ED3_4VOC,Y55-74,T,FI,,NaN,,NaN
126707,A,PC,L,ED3_4VOC,Y55-74,T,FR,,NaN,,NaN
126708,A,PC,L,ED3_4VOC,Y55-74,T,HR,,NaN,,NaN
126709,A,PC,L,ED3_4VOC,Y55-74,T,HU,,NaN,,NaN
126710,A,PC,L,ED3_4VOC,Y55-74,T,IE,,NaN,,NaN
126711,A,PC,L,ED3_4VOC,Y55-74,T,IS,,NaN,,NaN
126712,A,PC,L,ED3_4VOC,Y55-74,T,IT,,NaN,,NaN
126713,A,PC,L,ED3_4VOC,Y55-74,T,LT,,NaN,,NaN
126714,A,PC,L,ED3_4VOC,Y55-74,T,LU,,NaN,,NaN
126715,A,PC,L,ED3_4VOC,Y55-74,T,LV,,NaN,,NaN
126716,A,PC,L,ED3_4VOC,Y55-74,T,MT,,NaN,,NaN
126717,A,PC,L,ED3_4VOC,Y55-74,T,NL,,NaN,,NaN
126718,A,PC,L,ED3_4VOC,Y55-74,T,NO,,NaN,,NaN
126719,A,PC,L,ED3_4VOC,Y55-74,T,PL,,NaN,,NaN
126720,A,PC,L,ED3_4VOC,Y55-74,T,PT,,NaN,,NaN
126721,A,PC,L,ED3_4VOC,Y55-74,T,RO,,NaN,,NaN
126722,A,PC,L,ED3_4VOC,Y55-74,T,RS,,NaN,,NaN
126723,A,PC,L,ED3_4VOC,Y55-74,T,SE,,NaN,,NaN
126724,A,PC,L,ED3_4VOC,Y55-74,T,SI,,NaN,,NaN
126725,A,PC,L,ED3_4VOC,Y55-74,T,SK,,NaN,,NaN
126726,A,PC,L,ED3_4VOC,Y55-74,T,TR,,NaN,,NaN
126727,A,PC,L,ED5-8,Y15-24,F,AT,,u,,u
126728,A,PC,L,ED5-8,Y15-24,F,BA,,NaN,,NaN
126729,A,PC,L,ED5-8,Y15-24,F,BE,,u,,u
126730,A,PC,L,ED5-8,Y15-24,F,BG,,NaN,,u
126731,A,PC,L,ED5-8,Y15-24,F,CH,,u,,u
126732,A,PC,L,ED5-8,Y15-24,F,CY,,u,,u
126733,A,PC,L,ED5-8,Y15-24,F,CZ,,u,,NaN
126734,A,PC,L,ED5-8,Y15-24,F,DE,,u,,bu
126735,A,PC,L,ED5-8,Y15-24,F,DK,,bu,,u
126736,A,PC,L,ED5-8,Y15-24,F,EA20,31.7,u,,u
126737,A,PC,L,ED5-8,Y15-24,F,EE,,u,,u
126738,A,PC,L,ED5-8,Y15-24,F,EL,,NaN,,u
126739,A,PC,L,ED5-8,Y15-24,F,ES,,u,,u
126740,A,PC,L,ED5-8,Y15-24,F,EU27_2020,30.7,u,,u
126741,A,PC,L,ED5-8,Y15-24,F,FI,,u,,u
126742,A,PC,L,ED5-8,Y15-24,F,FR,48.5,u,71.9,NaN
126743,A,PC,L,ED5-8,Y15-24,F,HR,,u,,NaN
126744,A,PC,L,ED5-8,Y15-24,F,HU,,u,,u
126745,A,PC,L,ED5-8,Y15-24,F,IE,,u,,u
126746,A,PC,L,ED5-8,Y15-24,F,IS,,NaN,,NaN
126747,A,PC,L,ED5-8,Y15-24,F,IT,,u,,u
126748,A,PC,L,ED5-8,Y15-24,F,LT,,u,,NaN
126749,A,PC,L,ED5-8,Y15-24,F,LU,,NaN,,u
126750,A,PC,L,ED5-8,Y15-24,F,LV,,NaN,,NaN
126751,A,PC,L,ED5-8,Y15-24,F,ME,,NaN,,u
126752,A,PC,L,ED5-8,Y15-24,F,MK,,NaN,,NaN
126753,A,PC,L,ED5-8,Y15-24,F,MT,,NaN,,u
126754,A,PC,L,ED5-8,Y15-24,F,NL,,u,,u
126755,A,PC,L,ED5-8,Y15-24,F,NO,,u,,u
126756,A,PC,L,ED5-8,Y15-24,F,PL,,u,,u
126757,A,PC,L,ED5-8,Y15-24,F,PT,,u,,u
126758,A,PC,L,ED5-8,Y15-24,F,RO,,u,,u
126759,A,PC,L,ED5-8,Y15-24,F,RS,,NaN,,u
126760,A,PC,L,ED5-8,Y15-24,F,SE,,u,,u
126761,A,PC,L,ED5-8,Y15-24,F,SI,,NaN,,NaN
126762,A,PC,L,ED5-8,Y15-24,F,SK,,u,,NaN
126763,A,PC,L,ED5-8,Y15-24,F,TR,29.2,u,18.2,u
126764,A,PC,L,ED5-8,Y15-24,F,UK,34.2,u,,NaN
126765,A,PC,L,ED5-8,Y15-24,M,AT,,u,,u
126766,A,PC,L,ED5-8,Y15-24,M,BE,,u,,u
126767,A,PC,L,ED5-8,Y15-24,M,BG,,u,,u
126768,A,PC,L,ED5-8,Y15-24,M,CH,,u,,u
126769,A,PC,L,ED5-8,Y15-24,M,CY,,NaN,,NaN
126770,A,PC,L,ED5-8,Y15-24,M,CZ,,u,,u
126771,A,PC,L,ED5-8,Y15-24,M,DE,,u,,bu
126772,A,PC,L,ED5-8,Y15-24,M,DK,,bu,,u
126773,A,PC,L,ED5-8,Y15-24,M,EA20,,u,,u
126774,A,PC,L,ED5-8,Y15-24,M,EE,,NaN,,u
126775,A,PC,L,ED5-8,Y15-24,M,EL,,NaN,,NaN
126776,A,PC,L,ED5-8,Y15-24,M,ES,,u,,u
126777,A,PC,L,ED5-8,Y15-24,M,EU27_2020,,u,,u
126778,A,PC,L,ED5-8,Y15-24,M,FI,,u,,u
126779,A,PC,L,ED5-8,Y15-24,M,FR,32.3,u,54.6,u
126780,A,PC,L,ED5-8,Y15-24,M,HR,,NaN,,u
126781,A,PC,L,ED5-8,Y15-24,M,HU,,u,,u
126782,A,PC,L,ED5-8,Y15-24,M,IE,,u,,u
126783,A,PC,L,ED5-8,Y15-24,M,IS,,NaN,,NaN
126784,A,PC,L,ED5-8,Y15-24,M,IT,,u,,u
126785,A,PC,L,ED5-8,Y15-24,M,LT,,u,,u
126786,A,PC,L,ED5-8,Y15-24,M,LU,,NaN,,NaN
126787,A,PC,L,ED5-8,Y15-24,M,LV,,u,,NaN
126788,A,PC,L,ED5-8,Y15-24,M,ME,,NaN,,u
126789,A,PC,L,ED5-8,Y15-24,M,MK,,NaN,,NaN
126790,A,PC,L,ED5-8,Y15-24,M,MT,,u,,u
126791,A,PC,L,ED5-8,Y15-24,M,NL,,u,,u
126792,A,PC,L,ED5-8,Y15-24,M,NO,,u,,u
126793,A,PC,L,ED5-8,Y15-24,M,PL,,u,,u
126794,A,PC,L,ED5-8,Y15-24,M,PT,,u,,u
126795,A,PC,L,ED5-8,Y15-24,M,RO,,u,,u
126796,A,PC,L,ED5-8,Y15-24,M,RS,,NaN,,NaN
126797,A,PC,L,ED5-8,Y15-24,M,SE,,u,,u
126798,A,PC,L,ED5-8,Y15-24,M,SI,,u,,u
126799,A,PC,L,ED5-8,Y15-24,M,SK,,u,,NaN
126800,A,PC,L,ED5-8,Y15-24,M,TR,17.2,u,,u
126801,A,PC,L,ED5-8,Y15-24,M,UK,30.0,u,,NaN
126802,A,PC,L,ED5-8,Y15-24,T,AT,,u,,u
126803,A,PC,L,ED5-8,Y15-24,T,BA,,NaN,,NaN
126804,A,PC,L,ED5-8,Y15-24,T,BE,,u,,u
126805,A,PC,L,ED5-8,Y15-24,T,BG,,u,,u
126806,A,PC,L,ED5-8,Y15-24,T,CH,,u,,u
126807,A,PC,L,ED5-8,Y15-24,T,CY,,u,,u
126808,A,PC,L,ED5-8,Y15-24,T,CZ,,u,,u
126809,A,PC,L,ED5-8,Y15-24,T,DE,,u,,bu
126810,A,PC,L,ED5-8,Y15-24,T,DK,,bu,,u
126811,A,PC,L,ED5-8,Y15-24,T,EA20,25.1,NaN,,u
126812,A,PC,L,ED5-8,Y15-24,T,EE,,u,,u
126813,A,PC,L,ED5-8,Y15-24,T,EL,,NaN,,u
126814,A,PC,L,ED5-8,Y15-24,T,ES,,u,25.7,u
126815,A,PC,L,ED5-8,Y15-24,T,EU27_2020,25.0,NaN,,u
126816,A,PC,L,ED5-8,Y15-24,T,FI,,u,,u
126817,A,PC,L,ED5-8,Y15-24,T,FR,41.3,u,65.0,NaN
126818,A,PC,L,ED5-8,Y15-24,T,HR,,u,,u
126819,A,PC,L,ED5-8,Y15-24,T,HU,,u,,u
126820,A,PC,L,ED5-8,Y15-24,T,IE,,u,,u
126821,A,PC,L,ED5-8,Y15-24,T,IS,,NaN,,NaN
126822,A,PC,L,ED5-8,Y15-24,T,IT,,u,,u
126823,A,PC,L,ED5-8,Y15-24,T,LT,,u,,u
126824,A,PC,L,ED5-8,Y15-24,T,LU,,NaN,,u
126825,A,PC,L,ED5-8,Y15-24,T,LV,,u,,NaN
126826,A,PC,L,ED5-8,Y15-24,T,ME,,NaN,,u
126827,A,PC,L,ED5-8,Y15-24,T,MK,,NaN,,NaN
126828,A,PC,L,ED5-8,Y15-24,T,MT,,u,,u
126829,A,PC,L,ED5-8,Y15-24,T,NL,,u,,u
126830,A,PC,L,ED5-8,Y15-24,T,NO,,u,,u
126831,A,PC,L,ED5-8,Y15-24,T,PL,,u,,u
126832,A,PC,L,ED5-8,Y15-24,T,PT,,u,,u
126833,A,PC,L,ED5-8,Y15-24,T,RO,,u,,u
126834,A,PC,L,ED5-8,Y15-24,T,RS,,NaN,,u
126835,A,PC,L,ED5-8,Y15-24,T,SE,23.3,u,,u
126836,A,PC,L,ED5-8,Y15-24,T,SI,,u,,u
126837,A,PC,L,ED5-8,Y15-24,T,SK,,u,,NaN
126838,A,PC,L,ED5-8,Y15-24,T,TR,20.4,NaN,12.8,u
126839,A,PC,L,ED5-8,Y15-24,T,UK,32.1,NaN,,NaN
126840,A,PC,L,ED5-8,Y15-64,F,AT,37.3,NaN,45.5,NaN
126841,A,PC,L,ED5-8,Y15-64,F,BA,,NaN,,NaN
126842,A,PC,L,ED5-8,Y15-64,F,BE,47.1,NaN,49.9,NaN
126843,A,PC,L,ED5-8,Y15-64,F,BG,,u,,u
126844,A,PC,L,ED5-8,Y15-64,F,CH,26.6,NaN,32.2,NaN
126845,A,PC,L,ED5-8,Y15-64,F,CY,57.1,u,59.2,u
126846,A,PC,L,ED5-8,Y15-64,F,CZ,18.0,u,27.7,NaN
126847,A,PC,L,ED5-8,Y15-64,F,DE,27.3,NaN,23.3,bu
126848,A,PC,L,ED5-8,Y15-64,F,DK,38.3,bu,43.1,NaN
126849,A,PC,L,ED5-8,Y15-64,F,EA20,39.7,NaN,40.6,NaN
126850,A,PC,L,ED5-8,Y15-64,F,EE,55.1,u,35.0,u
126851,A,PC,L,ED5-8,Y15-64,F,EL,,u,,u
126852,A,PC,L,ED5-8,Y15-64,F,ES,57.5,NaN,61.4,NaN
126853,A,PC,L,ED5-8,Y15-64,F,EU27_2020,40.1,NaN,41.8,NaN
126854,A,PC,L,ED5-8,Y15-64,F,FI,46.0,NaN,60.5,NaN
126855,A,PC,L,ED5-8,Y15-64,F,FR,41.9,NaN,55.4,NaN
126856,A,PC,L,ED5-8,Y15-64,F,HR,46.3,u,71.5,u
126857,A,PC,L,ED5-8,Y15-64,F,HU,30.7,u,,u
126858,A,PC,L,ED5-8,Y15-64,F,IE,58.6,u,,u
126859,A,PC,L,ED5-8,Y15-64,F,IS,,u,,bu
126860,A,PC,L,ED5-8,Y15-64,F,IT,19.9,NaN,16.4,NaN
126861,A,PC,L,ED5-8,Y15-64,F,LT,69.3,u,62.8,u
126862,A,PC,L,ED5-8,Y15-64,F,LU,,u,,u
126863,A,PC,L,ED5-8,Y15-64,F,LV,48.3,NaN,35.4,u
126864,A,PC,L,ED5-8,Y15-64,F,ME,,u,,u
126865,A,PC,L,ED5-8,Y15-64,F,MK,,u,78.0,u
126866,A,PC,L,ED5-8,Y15-64,F,MT,,u,,u
126867,A,PC,L,ED5-8,Y15-64,F,NL,48.8,NaN,41.4,NaN
126868,A,PC,L,ED5-8,Y15-64,F,NO,49.5,NaN,,u
126869,A,PC,L,ED5-8,Y15-64,F,PL,47.3,NaN,49.8,NaN
126870,A,PC,L,ED5-8,Y15-64,F,PT,34.6,NaN,34.6,NaN
126871,A,PC,L,ED5-8,Y15-64,F,RO,,u,,u
126872,A,PC,L,ED5-8,Y15-64,F,RS,72.7,u,,u
126873,A,PC,L,ED5-8,Y15-64,F,SE,37.6,NaN,48.7,NaN
126874,A,PC,L,ED5-8,Y15-64,F,SI,,u,69.5,u
126875,A,PC,L,ED5-8,Y15-64,F,SK,,u,,u
126876,A,PC,L,ED5-8,Y15-64,F,TR,21.3,NaN,21.7,NaN
126877,A,PC,L,ED5-8,Y15-64,F,UK,40.3,NaN,,NaN
126878,A,PC,L,ED5-8,Y15-64,M,AT,39.9,u,35.5,u
126879,A,PC,L,ED5-8,Y15-64,M,BA,,NaN,,NaN
126880,A,PC,L,ED5-8,Y15-64,M,BE,34.9,u,42.4,NaN
126881,A,PC,L,ED5-8,Y15-64,M,BG,,u,,u
126882,A,PC,L,ED5-8,Y15-64,M,CH,37.3,u,45.2,NaN
126883,A,PC,L,ED5-8,Y15-64,M,CY,57.3,u,73.9,u
126884,A,PC,L,ED5-8,Y15-64,M,CZ,32.2,u,33.2,NaN
126885,A,PC,L,ED5-8,Y15-64,M,DE,30.5,NaN,33.0,bu
126886,A,PC,L,ED5-8,Y15-64,M,DK,22.7,bu,25.5,NaN
126887,A,PC,L,ED5-8,Y15-64,M,EA20,33.8,NaN,39.4,NaN
126888,A,PC,L,ED5-8,Y15-64,M,EE,34.8,u,31.5,u
126889,A,PC,L,ED5-8,Y15-64,M,EL,,u,,u
126890,A,PC,L,ED5-8,Y15-64,M,ES,49.9,NaN,61.9,NaN
126891,A,PC,L,ED5-8,Y15-64,M,EU27_2020,33.1,NaN,37.3,NaN
126892,A,PC,L,ED5-8,Y15-64,M,FI,37.6,u,52.2,NaN
126893,A,PC,L,ED5-8,Y15-64,M,FR,32.7,NaN,42.2,NaN
126894,A,PC,L,ED5-8,Y15-64,M,HR,,u,,u
126895,A,PC,L,ED5-8,Y15-64,M,HU,,u,,u
126896,A,PC,L,ED5-8,Y15-64,M,IE,57.2,u,,u
126897,A,PC,L,ED5-8,Y15-64,M,IS,,u,,bu
126898,A,PC,L,ED5-8,Y15-64,M,IT,23.6,NaN,11.2,NaN
126899,A,PC,L,ED5-8,Y15-64,M,LT,43.8,u,57.6,u
126900,A,PC,L,ED5-8,Y15-64,M,LU,,u,,u
126901,A,PC,L,ED5-8,Y15-64,M,LV,26.7,NaN,25.7,u
126902,A,PC,L,ED5-8,Y15-64,M,ME,,u,,u
126903,A,PC,L,ED5-8,Y15-64,M,MK,,u,,u
126904,A,PC,L,ED5-8,Y15-64,M,MT,,u,,u
126905,A,PC,L,ED5-8,Y15-64,M,NL,44.1,NaN,53.7,NaN
126906,A,PC,L,ED5-8,Y15-64,M,NO,49.2,NaN,48.9,u
126907,A,PC,L,ED5-8,Y15-64,M,PL,28.1,NaN,29.8,u
126908,A,PC,L,ED5-8,Y15-64,M,PT,,u,,u
126909,A,PC,L,ED5-8,Y15-64,M,RO,,u,,u
126910,A,PC,L,ED5-8,Y15-64,M,RS,,u,,u
126911,A,PC,L,ED5-8,Y15-64,M,SE,31.5,NaN,34.8,NaN
126912,A,PC,L,ED5-8,Y15-64,M,SI,,u,71.6,u
126913,A,PC,L,ED5-8,Y15-64,M,SK,,u,,u
126914,A,PC,L,ED5-8,Y15-64,M,TR,8.9,NaN,11.1,NaN
126915,A,PC,L,ED5-8,Y15-64,M,UK,49.1,NaN,,NaN
126916,A,PC,L,ED5-8,Y15-64,T,AT,38.4,NaN,41.5,NaN
126917,A,PC,L,ED5-8,Y15-64,T,BA,,NaN,,NaN
126918,A,PC,L,ED5-8,Y15-64,T,BE,41.9,NaN,46.2,NaN
126919,A,PC,L,ED5-8,Y15-64,T,BG,66.1,u,52.4,u
126920,A,PC,L,ED5-8,Y15-64,T,CH,30.3,NaN,37.7,NaN
126921,A,PC,L,ED5-8,Y15-64,T,CY,57.2,u,67.6,u
126922,A,PC,L,ED5-8,Y15-64,T,CZ,23.8,NaN,30.3,NaN
126923,A,PC,L,ED5-8,Y15-64,T,DE,28.8,NaN,27.5,b
126924,A,PC,L,ED5-8,Y15-64,T,DK,28.6,b,32.4,NaN
126925,A,PC,L,ED5-8,Y15-64,T,EA20,37.2,NaN,40.1,NaN
126926,A,PC,L,ED5-8,Y15-64,T,EE,46.3,NaN,33.4,NaN
126927,A,PC,L,ED5-8,Y15-64,T,EL,,u,57.0,u
126928,A,PC,L,ED5-8,Y15-64,T,ES,54.9,NaN,61.5,NaN
126929,A,PC,L,ED5-8,Y15-64,T,EU27_2020,37.0,NaN,39.8,NaN
126930,A,PC,L,ED5-8,Y15-64,T,FI,42.4,NaN,56.8,NaN
126931,A,PC,L,ED5-8,Y15-64,T,FR,38.2,NaN,50.2,NaN
126932,A,PC,L,ED5-8,Y15-64,T,HR,36.9,u,55.0,u
126933,A,PC,L,ED5-8,Y15-64,T,HU,30.0,NaN,20.0,u
126934,A,PC,L,ED5-8,Y15-64,T,IE,57.9,NaN,,u
126935,A,PC,L,ED5-8,Y15-64,T,IS,,u,,bu
126936,A,PC,L,ED5-8,Y15-64,T,IT,21.4,NaN,14.5,NaN
126937,A,PC,L,ED5-8,Y15-64,T,LT,55.1,NaN,59.7,NaN
126938,A,PC,L,ED5-8,Y15-64,T,LU,,u,,u
126939,A,PC,L,ED5-8,Y15-64,T,LV,36.6,NaN,30.3,NaN
126940,A,PC,L,ED5-8,Y15-64,T,ME,,u,,u
126941,A,PC,L,ED5-8,Y15-64,T,MK,41.6,u,62.6,u
126942,A,PC,L,ED5-8,Y15-64,T,MT,,u,,u
126943,A,PC,L,ED5-8,Y15-64,T,NL,46.5,NaN,47.8,NaN
126944,A,PC,L,ED5-8,Y15-64,T,NO,49.4,NaN,50.5,NaN
126945,A,PC,L,ED5-8,Y15-64,T,PL,39.0,NaN,41.2,NaN
126946,A,PC,L,ED5-8,Y15-64,T,PT,30.4,NaN,32.4,NaN
126947,A,PC,L,ED5-8,Y15-64,T,RO,47.4,u,52.6,u
126948,A,PC,L,ED5-8,Y15-64,T,RS,50.4,u,46.9,u
126949,A,PC,L,ED5-8,Y15-64,T,SE,34.0,NaN,40.8,NaN
126950,A,PC,L,ED5-8,Y15-64,T,SI,42.5,u,70.6,u
126951,A,PC,L,ED5-8,Y15-64,T,SK,23.6,u,29.7,u
126952,A,PC,L,ED5-8,Y15-64,T,TR,11.4,NaN,13.2,NaN
126953,A,PC,L,ED5-8,Y15-64,T,UK,44.4,NaN,,NaN
126954,A,PC,L,ED5-8,Y15-69,F,AT,37.0,NaN,45.1,NaN
126955,A,PC,L,ED5-8,Y15-69,F,BA,,NaN,,NaN
126956,A,PC,L,ED5-8,Y15-69,F,BE,47.1,NaN,49.9,NaN
126957,A,PC,L,ED5-8,Y15-69,F,BG,,u,59.7,u
126958,A,PC,L,ED5-8,Y15-69,F,CH,25.3,NaN,31.7,NaN
126959,A,PC,L,ED5-8,Y15-69,F,CY,54.8,u,59.2,u
126960,A,PC,L,ED5-8,Y15-69,F,CZ,17.7,u,27.0,NaN
126961,A,PC,L,ED5-8,Y15-69,F,DE,27.2,NaN,23.4,bu
126962,A,PC,L,ED5-8,Y15-69,F,DK,36.2,b,42.4,NaN
126963,A,PC,L,ED5-8,Y15-69,F,EA20,39.4,NaN,40.3,NaN
126964,A,PC,L,ED5-8,Y15-69,F,EE,53.0,NaN,33.6,u
126965,A,PC,L,ED5-8,Y15-69,F,EL,,u,,u
126966,A,PC,L,ED5-8,Y15-69,F,ES,57.7,NaN,61.1,NaN
126967,A,PC,L,ED5-8,Y15-69,F,EU27_2020,39.7,NaN,41.4,NaN
126968,A,PC,L,ED5-8,Y15-69,F,FI,46.5,NaN,60.3,NaN
126969,A,PC,L,ED5-8,Y15-69,F,FR,41.2,NaN,54.9,NaN
126970,A,PC,L,ED5-8,Y15-69,F,HR,46.3,u,71.5,u
126971,A,PC,L,ED5-8,Y15-69,F,HU,32.6,u,,u
126972,A,PC,L,ED5-8,Y15-69,F,IE,57.2,u,,u
126973,A,PC,L,ED5-8,Y15-69,F,IS,,u,,bu
126974,A,PC,L,ED5-8,Y15-69,F,IT,19.6,NaN,16.2,NaN
126975,A,PC,L,ED5-8,Y15-69,F,LT,68.2,u,62.3,u
126976,A,PC,L,ED5-8,Y15-69,F,LU,,u,,u
126977,A,PC,L,ED5-8,Y15-69,F,LV,47.7,NaN,34.0,u
126978,A,PC,L,ED5-8,Y15-69,F,ME,,u,,u
126979,A,PC,L,ED5-8,Y15-69,F,MK,,u,81.9,u
126980,A,PC,L,ED5-8,Y15-69,F,MT,,u,,u
126981,A,PC,L,ED5-8,Y15-69,F,NL,49.0,NaN,41.7,NaN
126982,A,PC,L,ED5-8,Y15-69,F,NO,48.2,NaN,,u
126983,A,PC,L,ED5-8,Y15-69,F,PL,46.4,NaN,48.9,NaN
126984,A,PC,L,ED5-8,Y15-69,F,PT,34.1,NaN,34.4,NaN
126985,A,PC,L,ED5-8,Y15-69,F,RO,,u,,u
126986,A,PC,L,ED5-8,Y15-69,F,RS,70.6,u,,u
126987,A,PC,L,ED5-8,Y15-69,F,SE,37.6,NaN,48.1,NaN
126988,A,PC,L,ED5-8,Y15-69,F,SI,,u,69.5,u
126989,A,PC,L,ED5-8,Y15-69,F,SK,,u,,u
126990,A,PC,L,ED5-8,Y15-69,F,TR,21.3,NaN,21.7,NaN
126991,A,PC,L,ED5-8,Y15-69,F,UK,40.1,NaN,,NaN
126992,A,PC,L,ED5-8,Y15-69,M,AT,39.8,u,36.1,u
126993,A,PC,L,ED5-8,Y15-69,M,BA,,NaN,,NaN
126994,A,PC,L,ED5-8,Y15-69,M,BE,34.9,u,42.4,NaN
126995,A,PC,L,ED5-8,Y15-69,M,BG,,u,,u
126996,A,PC,L,ED5-8,Y15-69,M,CH,36.5,u,42.9,NaN
126997,A,PC,L,ED5-8,Y15-69,M,CY,57.3,u,68.8,u
126998,A,PC,L,ED5-8,Y15-69,M,CZ,33.3,NaN,34.8,NaN
126999,A,PC,L,ED5-8,Y15-69,M,DE,30.5,NaN,33.9,b
127000,A,PC,L,ED5-8,Y15-69,M,DK,22.2,bu,24.8,NaN
127001,A,PC,L,ED5-8,Y15-69,M,EA20,34.0,NaN,39.4,NaN
127002,A,PC,L,ED5-8,Y15-69,M,EE,35.7,u,30.3,u
127003,A,PC,L,ED5-8,Y15-69,M,EL,,u,,u
127004,A,PC,L,ED5-8,Y15-69,M,ES,50.1,NaN,61.7,NaN
127005,A,PC,L,ED5-8,Y15-69,M,EU27_2020,33.2,NaN,37.2,NaN
127006,A,PC,L,ED5-8,Y15-69,M,FI,39.3,u,51.1,NaN
127007,A,PC,L,ED5-8,Y15-69,M,FR,32.9,NaN,42.0,NaN
127008,A,PC,L,ED5-8,Y15-69,M,HR,,u,,u
127009,A,PC,L,ED5-8,Y15-69,M,HU,,u,,u
127010,A,PC,L,ED5-8,Y15-69,M,IE,57.7,u,,u
127011,A,PC,L,ED5-8,Y15-69,M,IS,,u,,bu
127012,A,PC,L,ED5-8,Y15-69,M,IT,23.1,NaN,10.6,NaN
127013,A,PC,L,ED5-8,Y15-69,M,LT,44.6,u,57.6,u
127014,A,PC,L,ED5-8,Y15-69,M,LU,,u,,u
127015,A,PC,L,ED5-8,Y15-69,M,LV,27.6,NaN,24.6,u
127016,A,PC,L,ED5-8,Y15-69,M,ME,,u,,u
127017,A,PC,L,ED5-8,Y15-69,M,MK,,u,,u
127018,A,PC,L,ED5-8,Y15-69,M,MT,,u,,u
127019,A,PC,L,ED5-8,Y15-69,M,NL,44.0,NaN,53.6,NaN
127020,A,PC,L,ED5-8,Y15-69,M,NO,49.6,NaN,47.1,u
127021,A,PC,L,ED5-8,Y15-69,M,PL,28.2,NaN,30.3,u
127022,A,PC,L,ED5-8,Y15-69,M,PT,,u,,u
127023,A,PC,L,ED5-8,Y15-69,M,RO,,u,,u
127024,A,PC,L,ED5-8,Y15-69,M,RS,,u,,u
127025,A,PC,L,ED5-8,Y15-69,M,SE,31.6,NaN,34.2,NaN
127026,A,PC,L,ED5-8,Y15-69,M,SI,,u,71.6,u
127027,A,PC,L,ED5-8,Y15-69,M,SK,,u,,u
127028,A,PC,L,ED5-8,Y15-69,M,TR,8.9,NaN,11.1,NaN
127029,A,PC,L,ED5-8,Y15-69,M,UK,49.3,NaN,,NaN
127030,A,PC,L,ED5-8,Y15-69,T,AT,38.2,NaN,41.5,NaN
127031,A,PC,L,ED5-8,Y15-69,T,BA,,NaN,,NaN
127032,A,PC,L,ED5-8,Y15-69,T,BE,41.9,NaN,46.2,NaN
127033,A,PC,L,ED5-8,Y15-69,T,BG,66.1,u,52.1,u
127034,A,PC,L,ED5-8,Y15-69,T,CH,29.3,NaN,36.7,NaN
127035,A,PC,L,ED5-8,Y15-69,T,CY,56.0,u,64.9,u
127036,A,PC,L,ED5-8,Y15-69,T,CZ,24.5,NaN,30.6,NaN
127037,A,PC,L,ED5-8,Y15-69,T,DE,28.8,NaN,28.0,b
127038,A,PC,L,ED5-8,Y15-69,T,DK,27.7,b,31.6,NaN
127039,A,PC,L,ED5-8,Y15-69,T,EA20,37.1,NaN,39.9,NaN
127040,A,PC,L,ED5-8,Y15-69,T,EE,46.0,NaN,32.2,NaN
127041,A,PC,L,ED5-8,Y15-69,T,EL,,u,57.0,u
127042,A,PC,L,ED5-8,Y15-69,T,ES,55.1,NaN,61.3,NaN
127043,A,PC,L,ED5-8,Y15-69,T,EU27_2020,36.8,NaN,39.6,NaN
127044,A,PC,L,ED5-8,Y15-69,T,FI,43.4,NaN,56.2,NaN
127045,A,PC,L,ED5-8,Y15-69,T,FR,37.9,NaN,49.9,NaN
127046,A,PC,L,ED5-8,Y15-69,T,HR,39.7,u,55.0,u
127047,A,PC,L,ED5-8,Y15-69,T,HU,31.0,NaN,19.4,u
